,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2018-02-26,176.35,179.39,176.21,178.97,36886432.0,0.0,1.0,176.35,179.39,176.21,178.97,36886432.0,-3871984.371665679,36886432.0,-1214224.0,-0.22413233893862847,2789579.2999999807,1.0227549328174113e-08,178569.19091441462,1072.7987424354717,4.171223510909594,184.1777853532311,168.2747146467689,176.22625,0.0,0.0,177.08533333333332,180.14633333333333,174.02433333333335,0.0,0.0,181.72,164.94,0.0,0.0,0.6076376628633113,0.6269635727253133,-0.019325909862002,177.33094877484123,176.72331111197795,0.0,20.0,20.0,0.7767771535580525,0.7906348314606749,0.013857677902622378,0.14625370753962874,19.228555215163567,31.792538738297385,3.7437500000000057,30.590431804860096,30.101948845635558,0.4884829592245339,175.37625,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,62.15580078261729,55.287281713366184,7.7719046561765825,52.38828444379853,59.00452488687786,54.69079939668178,-40.99547511312214,1.3608159090909169,0.3251303324177446,0.3246029266140482,6.314601401924679
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2018-02-23,173.67,175.65,173.54,175.555,33329232.0,0.0,1.0,173.67,175.65,173.54,175.555,33329232.0,57470867.72422455,-33329232.0,-1408633.8,-0.11766669910212435,15184070.05499989,-9.6530363721012e-09,-516039.7715382,1052.3282294700746,4.261136117273195,182.69997586275286,170.81402413724717,176.757,0.0,0.0,176.6645,179.6755,173.65350000000004,0.0,0.0,181.72,168.845,0.0,0.0,0.4327335491034603,0.5878869000392493,-0.15515335093578894,177.0517380947296,176.61900454562618,0.0,20.0,20.0,0.6963416357534004,0.8305953011835369,0.1342536654301365,0.13578595943819796,20.178214430586127,-47.97962896768392,4.962999999999994,28.45969209102662,30.393585074016773,-1.9338929829901519,175.37625,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,44.75334373250797,49.13617036901486,7.464466445233545,50.668466813238496,28.099547511312352,46.95324283559583,-71.90045248868766,1.4679978260869575,-1.9081410292227647,-1.9265809906492848,4.2859688725199065
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2018-02-22,171.8,173.95,171.71,172.6,30504116.0,0.0,1.0,171.8,173.95,171.71,172.6,30504116.0,24063783.42840206,-30504116.0,-2142668.7,-0.07280008813922575,40655352.92000003,-1.897704605845674e-08,-1149424.1507048223,1034.6150916039694,4.231412108896538,182.00732628922376,171.88217371077624,176.94475,0.0,0.0,176.30216666666664,179.33216666666667,173.2721666666667,0.0,0.0,181.72,171.27,0.0,0.0,0.08863464310593372,0.4875626809228107,-0.39892803781687697,176.3541976522331,176.26556300912713,0.0,20.0,20.0,0.6473287730539438,0.8404190839033686,0.19309031084942485,0.12009080687537653,21.097294649887413,-116.39583400180744,3.0352499999999907,25.425495617071704,30.196134509090317,-4.770638892018617,175.19125000000003,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,34.976125885252706,49.09570431424936,6.530200901495728,47.29572862769957,7.548770144189881,31.55094751412672,-92.45122985581013,0.9219562499999654,-1.6832331747885343,-1.6975605473496636,2.530592847808011
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2018-02-21,172.83,174.12,171.01,171.07,35833514.0,0.0,1.0,172.83,174.12,171.01,171.07,35833514.0,-40715108.48013333,-35833514.0,-2555673.9,-0.07177389637573171,-11231704.770000037,-4.214646921803135e-08,-831098.9483919174,1034.6150916039694,4.151311243975358,182.04508779396443,171.8244122060356,176.93475,0.0,1.0,176.00383333333332,179.18683333333337,172.82083333333335,0.0,0.0,181.72,171.07,0.0,1.0,-0.2863348071264227,0.3321962254394144,-0.6185310325658371,175.52856709164647,175.8149018987729,0.0,20.0,20.0,0.6111658750784116,0.8995429698001615,0.2883770947217499,0.09970687657055737,22.04501170210936,-131.86500655277703,0.005249999999989541,22.16935370960084,29.40484350292417,-7.235489793323332,175.01625,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,30.93813129037761,41.93680227778478,5.3760311759416055,41.070840673689574,0.5272407732864877,12.058519476262937,-99.4727592267135,-0.3000020000000063,-0.8864426419466942,-0.8903949185127047,1.62171795176429
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2018-02-20,172.05,174.26,171.42,171.85,33531012.0,0.0,1.0,172.05,174.26,171.42,171.85,33531012.0,-57828125.21806058,33531012.0,-1581423.3,-0.08598349388050157,-2270172.0,-4.0142727900295716e-08,-164757.65728209488,1039.3324574276153,4.082646155119975,182.3179975181211,171.21250248187891,176.76525,0.0,0.0,175.55316666666664,178.80816666666664,172.29816666666667,0.0,0.0,181.72,171.07,0.0,0.0,-0.5201050416792157,0.16121922574195216,-0.6813242674211678,174.9551841883173,175.4752892299966,0.0,20.0,20.0,0.6046141607000793,0.8768673207814024,0.27225316008132305,0.07807862702935545,21.999159522831594,-107.97290941663736,-1.7352500000000075,17.31482142905377,27.97245990106505,-10.657638472011287,175.01625,174.22,171.17354040404038,169.19308080808074,44.0,8.0,36.0,35.32998693788961,41.91445177371273,4.507228841487696,40.12284516654364,8.74544508068716,5.607151999387871,-91.25455491931284,-1.4851557692307722,0.4559537031624483,0.4549173831642328,2.085065937982656
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2018-02-16,172.36,174.82,171.77,172.43,39638793.0,0.0,1.0,172.36,174.82,171.77,172.43,39638793.0,-45860898.08769322,39638793.0,-457680.6,-0.11226771948566523,5175179.440000052,-2.216824841524893e-08,286668.2589171928,1039.3324574276153,4.008885715468547,182.47418743643348,170.76931256356647,176.62175,0.0,0.0,175.21783333333332,178.45583333333332,171.97983333333335,0.0,0.0,181.72,171.07,0.0,0.0,-0.6550558966179665,-0.002431481861671987,-0.6526244147562945,174.56237601626324,175.2174319128812,0.0,20.0,20.0,0.6763136474631457,0.8517681106991052,0.17545446323595948,0.05722544452338945,22.02058530725695,-88.5664565200583,0.04824999999999592,12.762412576914015,25.84661969523756,-13.084207118323539,175.01625,174.22,171.035,171.035,40.0,4.0,36.0,38.675955231745306,49.49948894379071,3.8469007362105065,35.768394436864476,14.783966684018875,8.01888417933087,-85.21603331598112,-2.300372222222194,0.3375036368926443,0.33693537161978426,2.4296067482475925
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2018-02-15,169.79,173.09,169.0,172.99,50609595.0,0.0,1.0,169.79,173.09,169.0,172.99,50609595.0,25651154.9358613,50609595.0,8448673.9,-0.01293470838504998,19469584.62000025,-1.8720560258549602e-08,298146.88229100447,1039.3324574276153,4.01467959293508,182.39933431120176,170.34116568879824,176.37025,0.0,0.0,174.8885,178.15049999999997,171.62650000000005,0.0,0.0,181.72,171.07,0.0,0.0,-0.7126035809215807,-0.1447411686412202,-0.5678624122803605,174.31820066860786,175.0308042495294,20.0,20.0,20.0,0.7057743505003216,0.8809327090792254,0.17515835857890386,0.038404064461878086,22.171136858849454,-104.89748467427044,0.44974999999999454,7.917722631302912,23.21287109464305,-15.295148463340142,174.51375000000004,174.22,170.79500000000004,170.79500000000004,36.0,4.0,32.0,42.01805632550544,56.768778759573536,3.3640914532396233,44.3472860102998,34.352130865260484,19.293847543322205,-65.64786913473951,-2.8503589285714104,0.3247694716696614,0.3242432346845625,2.7622668409172046
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2018-02-14,163.045,167.54,162.88,167.37,39669178.0,0.0,1.0,163.045,167.54,162.88,167.37,39669178.0,84909658.47032994,-39669178.0,9361953.1,0.05589019969226895,-153748.10000000006,-6.399666041346317e-08,-1124385.0108792095,1005.5672200685586,4.450059622011146,182.9455724468433,168.66692755315677,175.80625,0.0,1.0,173.90033333333332,176.91683333333327,170.88383333333337,0.0,0.0,181.72,167.37,0.0,1.0,-1.1543435364714014,-0.346974583258802,-0.8073689532125994,173.24076621857932,174.3951097550507,20.0,20.0,20.0,0.6319360310152654,0.8939504078830467,0.2620143768677813,0.015019152991861613,22.43572045673641,-175.40238537037476,0.4037500000000023,2.0196891027193806,19.845134555498568,-17.825445452779192,172.435,173.19,170.04500000000004,170.04500000000004,32.0,100.0,-68.0,25.760867049315518,56.11173581735514,1.808809676493131,42.5340259993847,25.31716943896253,24.817755662747327,-74.68283056103745,-4.0241741379309985,-3.2487427018902837,-3.302685883333911,-0.5762148033741199
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2018-02-13,161.95,164.75,161.65,164.34,32104756.0,0.0,1.0,161.95,164.75,161.65,164.34,32104756.0,60387390.51120059,-32104756.0,2791020.1,0.11214171689368337,160066857.35000008,-9.141852894324037e-08,-1869961.2756677868,987.3628305315584,4.540769649010351,183.7670313903458,166.43546860965418,175.10125,0.0,1.0,172.3655,175.43549999999996,169.29550000000003,0.0,0.0,181.72,164.34,0.0,1.0,-1.7058644340504543,-0.6190894152629537,-1.0867750187875007,171.86223643954796,173.5681008735984,20.0,20.0,20.0,0.5746448257122897,0.9463550966539864,0.3717102709416966,-0.0138616870651655,22.6807971202526,-167.5870318078556,-0.10124999999999318,-5.8061190854338935,15.650388875235054,-21.45650796066895,171.5475,172.575,170.04500000000004,170.04500000000004,28.000000000000004,100.0,-72.0,20.763286344462987,50.79932608411269,-0.14703804753898214,43.087074787462775,14.18402320063273,24.61777450161861,-85.81597679936726,-5.503334999999937,-1.810360279620005,-1.8269478022505223,-2.376143519068552
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2018-02-12,158.5,163.89,157.51,162.71,60560145.0,0.0,1.0,158.5,163.89,157.51,162.71,60560145.0,61771116.8807973,-60560145.0,-7133510.9,0.1887268143444707,-97351906.21999992,-1.0164690153544463e-07,-1181875.2307776941,987.3628305315584,4.70428610265247,184.20290188078656,164.27359811921343,174.23825000000005,0.0,1.0,170.60150000000004,174.07749999999996,167.12550000000005,0.0,0.0,181.72,162.71,0.0,1.0,-2.236067953197704,-0.9428057159458916,-1.2932622372518128,170.44622016211875,172.6822881153164,20.0,20.0,20.0,0.5534073366169224,0.9477321179151657,0.3943247812982432,-0.0469083568038923,23.12997337181657,-160.70021282561544,3.881749999999984,-14.782143707478182,10.608991596086359,-25.39113530356454,168.5425,170.505,170.04500000000004,170.04500000000004,24.0,100.0,-76.0,18.531728487242844,42.9814134759278,-2.1720770238427587,49.12366820333925,22.505951092837105,20.669047910810818,-77.49404890716289,-7.482259677419279,-0.9918461725690664,-0.9967977351814206,-3.344422003088987
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2018-02-09,157.07,157.89,150.24,155.97,66723743.0,0.0,1.0,157.07,157.89,150.24,155.97,66723743.0,71389627.29281506,-66723743.0,-17494528.4,0.20765602001995465,-289760921.1900002,-1.4343295868315295e-07,-3364587.1962211058,987.3628305315584,5.258979952463007,185.23036180382482,160.67113819617526,172.95075000000003,0.0,1.0,168.2525,172.17549999999997,164.32950000000002,0.0,0.0,179.98,155.97,0.0,1.0,-3.12060584051639,-1.3787111006866215,-1.7418947398297684,168.20843858353544,171.32904442405183,20.0,20.0,20.0,0.4761216580174733,0.9567102410825721,0.4805885830650986,-0.08896613246048933,23.654422554906805,-184.17628020854096,5.43924999999996,-27.321850908612642,4.411042373904217,-31.73289328251685,164.7,166.87,170.87,170.87,20.0,100.0,-80.0,12.25010341085269,41.41531746571209,-5.148350367338874,49.637325959602954,18.864197530864164,18.518057274778027,-81.13580246913585,-10.699907812499902,-4.142339130969218,-4.230579408749335,-7.348223832719502
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2018-02-08,160.29,161.0,155.03,155.32,49594129.0,0.0,1.0,160.29,161.0,155.03,155.32,49594129.0,-11544898.281525286,-49594129.0,-19121018.1,0.10520298686253926,81038858.24000016,-1.2865684409023125e-07,-2970605.6666319813,983.248027429388,5.3097670987156524,185.83958321743515,157.5959167825649,171.71775000000005,0.0,1.0,166.47266666666667,170.7816666666666,162.16366666666667,0.0,0.0,178.97,155.32,0.0,1.0,-3.824057230204147,-1.8680905076396084,-1.9559667225645387,166.21756900735173,170.04162623755587,20.0,20.0,20.0,0.5292116846738689,0.960917700413498,0.43170601573962897,-0.13570113716895518,24.212753621363554,-134.16612008601052,7.252249999999975,-38.532954813818506,-2.6954521184169185,-35.837502695401604,164.7,166.87,171.20499999999996,171.20499999999996,16.0,100.0,-84.0,11.804839460374017,41.74886922125136,-7.846653893229549,46.55168873882224,16.724279835390895,19.364809486364077,-83.27572016460911,-12.835334848484766,-0.4167468102840299,-0.4176176200267889,-7.734347154568144
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2018-02-07,163.085,163.4,159.0685,159.54,50852130.0,0.0,1.0,163.085,163.4,159.0685,159.54,50852130.0,-84557179.24650083,50852130.0,-10985393.5,0.028280309980088805,-56661658.40999989,-1.2605356823596818e-07,1174955.8847408695,983.248027429388,5.5076408773788215,185.7379588900551,155.95754110994494,170.84775000000005,0.0,0.0,165.26428333333334,169.78243333333327,160.74613333333338,0.0,0.0,178.97,155.32,0.0,0.0,-4.015697238635767,-2.297829757526064,-1.7178674811097023,165.18673130678803,169.2024285454238,20.0,20.0,20.0,0.5177245431652346,0.9329954155097816,0.41527087234454696,-0.17838909735858466,24.685936166989322,-90.13691496406729,4.707249999999988,-45.64725053726928,-10.230630368069153,-35.416620169200115,164.7,166.87,172.03,172.03,12.0,96.0,-84.0,30.679749991260792,43.005860118318736,-9.394478912476528,47.69701848770092,30.75396825396821,22.11414854007445,-69.24603174603179,-13.282276470588188,2.7169714138552736,2.6807169619517346,-5.227515741950817
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2018-02-06,154.83,163.72,154.0,163.03,66625484.0,0.0,1.0,154.83,163.72,154.0,163.03,66625484.0,17385070.01207616,66625484.0,-739493.7,0.09673984824145368,131311747.05000012,-1.5074142403456388e-07,2839096.398555489,983.248027429388,5.808523671851761,185.39327582013644,155.1022241798635,170.24775000000002,0.0,0.0,164.08261666666667,169.2617666666666,158.90346666666667,0.0,0.0,178.97,155.32,0.0,0.0,-3.858079555853493,-2.6100063510623257,-1.2480732047911671,164.85396517525098,168.71204473110444,20.0,20.0,20.0,0.4989857892564416,0.9339170941682872,0.4349313049118457,-0.2122195419277768,25.25826553926209,-84.10516712270987,2.352249999999969,-50.973489360081395,-17.81822045575084,-33.155268904330555,164.7,166.87,172.59,172.59,8.0,92.0,-84.0,42.43562192395434,45.06707286030653,-10.079503066028474,52.199388928534965,43.876500857632934,30.451582982330702,-56.12349914236706,-13.79218823529402,2.1875391751285056,2.1639558468579345,-3.1543305215635087
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2018-02-05,159.1,163.88,156.0,157.49,66090446.0,0.0,1.0,159.1,163.88,156.0,157.49,66090446.0,16069459.40659292,-66090446.0,-10701639.5,0.05867135154477721,-31238547.79999974,-1.3218363523556043e-07,-788392.3283733893,949.8358083779324,5.956486266719493,185.13478084122502,153.44271915877502,169.28875000000005,0.0,0.0,162.74395,168.42709999999994,157.06080000000003,0.0,0.0,178.97,155.32,0.0,0.0,-4.1069754721129925,-2.9094973656633507,-1.1974781064496414,163.71827134227647,167.8252468143895,20.0,20.0,20.0,0.5694340465947814,0.923420302810212,0.35398625621543056,-0.2446948607365622,25.718931963489155,-84.11505908754266,1.7812499999999716,-59.30598087953784,-25.82581972868993,-33.480161150847906,164.2675,166.87,172.73000000000005,172.73000000000005,4.0,88.0,-84.0,32.37832365107802,37.31259196487938,-11.504942393889205,48.89588735026314,28.532073986619444,34.38751436607356,-71.46792601338055,-13.65507058823522,-3.3981475801999617,-3.4572268765073133,-6.445289295473442
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2018-02-02,166.0,166.8,160.1,160.37,85436075.0,0.0,1.0,166.0,166.8,160.1,160.37,85436075.0,-119647033.3271456,85436075.0,-6121911.3,-0.04166469579060208,-50036172.05999994,-9.802935691274094e-08,-683492.0369619166,949.8358083779324,6.196022961953815,184.373901543568,152.55859845643204,168.46625,0.0,0.0,161.68561666666668,167.7337666666666,155.63746666666668,0.0,0.0,178.97,155.32,0.0,0.0,-4.03692811068052,-3.135042069419624,-0.9018860412608962,163.20208501708964,167.2390131277701,20.0,20.0,20.0,0.6554377510040157,0.8628808567603741,0.2074431057563584,-0.2711405993103649,26.14298966330121,-50.931505713206406,3.383749999999992,-66.42525865386226,-34.08615098259717,-32.339107671265076,162.6025,166.87,174.22,174.22,4.0,84.0,-80.0,40.794985522847306,46.70896259022311,-12.20498665409249,46.964050724536065,41.212367778681866,37.873647540978105,-58.787632221318134,-11.661011764705787,1.8286875357165444,1.812168133422798,-4.734465961744084
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2018-02-01,167.165,168.62,166.76,167.78,38099665.0,0.0,1.0,167.165,168.62,166.76,167.78,38099665.0,-74863118.03322065,38099665.0,-7372904.3,-0.07685942293899863,-288025136.48999983,-7.398630800470994e-08,3322778.6191372895,993.7235887612986,6.3427356075285415,183.5295851876756,152.55991481232442,168.04475000000005,0.0,0.0,161.28828333333337,167.11343333333332,155.4631333333334,0.0,0.0,178.97,155.32,0.0,0.0,-3.373745434679165,-3.182792659881166,-0.19095277479799888,163.90761441033854,167.28135984501768,20.0,20.0,20.0,0.7088515033749231,0.7841225199427282,0.0752710165678051,-0.2834272513359855,26.367796657154976,-3.1730694125208787,4.385249999999985,-69.28653427343335,-42.00906469105859,-27.277469582374763,162.42875,166.87,175.135,174.22,36.0,80.0,-44.0,56.769235874319975,51.72977707068864,-11.48601593661582,50.08872972866925,71.35882831570383,47.034423360335076,-28.64117168429616,-9.6392470588234,4.620564943567995,4.516995189743066,-0.33266009266960106
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2018-01-31,166.87,168.4417,166.5,167.43,30984099.0,0.0,1.0,166.87,168.4417,166.5,167.43,30984099.0,2383360.9566313247,-30984099.0,-6504396.4,-0.06160041798354592,-384430950.5600001,-7.33244645634768e-08,1695784.9174856166,991.650616678414,6.028375921276503,182.8013798831213,152.53112011687878,167.66625000000005,0.0,0.0,161.44100666666668,166.9943266666666,155.88768666666667,0.0,0.0,178.97,155.32,0.0,0.0,-2.8426226448800094,-3.1147473509147274,0.2721247060347181,164.450323580439,167.292946225319,20.0,20.0,20.0,0.709885034628311,0.7851171234953942,0.07523208886708321,-0.2855697029370555,26.48852592039887,-1.8912575562500524,5.323749999999991,-69.49746176873144,-49.08588054475832,-20.411581223973123,162.42875,166.87,175.8,174.22,32.0,76.0,-44.0,55.94655185190437,52.1660581172954,-10.919835756723359,51.164996361939174,69.93490642799027,60.83536750745868,-30.06509357200973,-8.224157941176315,-0.20860650852305707,-0.20882439496965333,-0.5405726505880892
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2018-01-30,165.525,167.37,164.7,166.97,45137026.0,0.0,1.0,165.525,167.37,164.7,166.97,45137026.0,30309120.05497591,-45137026.0,-7807623.4,0.0072512267033072704,-5700262.410000016,-8.105496514255828e-08,-188645.0720510527,991.650616678414,5.7927776411853245,181.42164807536517,152.79585192463492,167.10875,0.0,0.0,161.71767333333338,167.22799333333333,156.20735333333337,0.0,0.0,178.97,155.32,0.0,0.0,-2.429417543762895,-2.9776631678709733,0.5482456241080778,164.83845245691606,167.26787000067898,20.0,20.0,20.0,0.6885286479594223,0.7997071294631292,0.1111784815037069,-0.28079484899231194,26.58470330080912,-6.577447974047978,0.26124999999998977,-68.86114069946309,-55.09465798831221,-13.766482711150891,162.42875,166.87,176.39999999999995,174.22,28.000000000000004,72.0,-44.0,54.74348394592929,46.48236817455517,-10.493214918012276,56.05693304007455,68.06346623270953,69.78573365880122,-31.93653376729048,-6.499893235293996,-0.27474168309145064,-0.2751197907586267,-0.8138291552809762
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2018-01-29,170.16,170.16,167.07,167.96,48434424.0,0.0,1.0,170.16,170.16,167.07,167.96,48434424.0,11079135.608523648,48434424.0,3091833.5,0.01831858980230254,9248672.25000002,-7.179868570970899e-08,163167.59000699405,991.650616678414,5.606864952529231,179.8941478847736,153.28035211522644,166.58725,0.0,0.0,162.42034000000004,167.60165999999995,157.23902000000004,0.0,0.0,178.97,155.32,0.0,0.0,-2.0022210423429097,-2.7825539951993967,0.7803329528564866,165.31920027019726,167.32142131254014,20.0,20.0,20.0,0.7089209142636382,0.7758010295799116,0.06688011531627336,-0.269893307012501,26.646845766361718,19.42822079169547,-2.247250000000008,-67.12707018272607,-59.51746012988036,-7.609610052845718,163.75375,166.87,176.39999999999995,174.22,24.0,68.0,-44.0,57.037676405782896,47.06682568286829,-9.958997538239009,55.57242842791192,77.54923413566742,71.84920226545576,-22.450765864332595,-4.560481470588087,0.5929208839911437,0.5911700255126995,-0.22573363431150906
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2018-01-26,172.0,172.0,170.06,171.51,37121805.0,0.0,1.0,172.0,172.0,170.06,171.51,37121805.0,-2164134.8549694084,37121805.0,13476388.3,0.008989439638861181,-36389103.33999994,-4.9795689257799866e-08,1071783.7196164995,1012.6101289980637,5.494946027348568,178.4334554505237,153.99504454947638,166.21425000000005,0.0,0.0,164.06934000000004,168.67965999999996,159.45902000000004,0.0,0.0,175.555,155.32,0.0,0.0,-1.3719475475419074,-2.5004087034009714,1.1284611558590645,166.2724862520018,167.64443379954372,20.0,20.0,20.0,0.7467989447401697,0.7167703812380702,0.03002856350209948,-0.2507153964293045,26.578178276198287,56.100528329594965,-3.504250000000013,-61.12024382878356,-62.027158909320924,0.9069150805373668,164.21375,166.87,176.5525,174.22,20.0,64.0,-44.0,64.48643736174245,46.00668109474825,-8.921116023517436,52.31474879778797,97.74816176470587,81.1202873776943,-2.2518382352941604,-2.828599117646945,2.1135984758275717,2.091571812799664,1.8830937388618183
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2018-01-25,174.505,174.95,170.53,171.11,39661804.0,0.0,1.0,174.505,174.95,170.53,171.11,39661804.0,-10883270.775015276,-39661804.0,14469620.8,-0.05397194114458295,-27633753.00000005,1.2776649173120437e-08,692105.6329754132,1012.6101289980637,5.4181641682522415,177.6444090122805,154.33959098771953,165.99200000000005,0.0,0.0,165.57734000000005,170.03265999999996,161.12202000000005,0.0,0.0,172.99,155.32,0.0,0.0,-0.8935939788737528,-2.179023886178269,1.285429907304516,167.01728454175003,167.91087852062378,20.0,20.0,20.0,0.8316044867186371,0.665290657160495,0.166313829558142,-0.2267495630423403,26.478675570969248,71.00158919738288,-10.02200000000002,-54.87592622786131,-63.052567319386704,8.176641091525397,164.95125000000004,166.87,176.5525,174.22,16.0,60.0,-44.0,63.06488318422226,45.90926761147986,-8.065629431595568,53.451133636204396,84.45973290165935,86.58570960067756,-15.540267098340664,-1.6299211764704753,-0.2332225526208265,-0.233494940010992,1.6454793869549844
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2018-01-24,177.25,177.3,173.2,174.22,50562257.0,0.0,1.0,177.25,177.3,173.2,174.22,50562257.0,-54657274.8427543,50562257.0,14440633.5,-0.07264060105535358,36423624.920000106,4.117769604522072e-08,826491.1330645892,1012.6101289980637,5.473295299091368,177.93937549416097,154.2066245058391,166.07300000000004,0.0,0.0,167.00105666666673,171.43322666666663,162.56888666666669,0.0,0.0,174.22,155.32,1.0,0.0,-0.2684798253367262,-1.796894268894658,1.5284144435579317,168.12610686249158,168.39458668782834,20.0,20.0,20.0,0.8811437272650368,0.6163717003747459,0.2647720268902909,-0.19653886677455176,26.185446494307193,98.39870208379612,-10.753000000000043,-47.0370929332468,-62.6151899386273,15.5780970053805,166.03875,166.87,176.0975,174.22,12.0,56.00000000000001,-44.00000000000001,69.16323115188521,51.88493625642642,-6.834717230577698,57.11502166047423,88.61788617886175,90.27526028174236,-11.382113821138256,0.04105588235307778,1.817544269767968,1.8012243846866838,3.4929309730307616
